TotalPop,Female,Male,Asian,NonHispA,White,NonHispW,Am_Indian,Hawaii_PI,TotalHisp,NonHispB,Black,OtherRace,Bachelor,Associate,Master,HighSch,College,9_12Grade,Less9Grade,25_Older,Pop5Plus,CashAssis,BelowPover,MedianInco,Unemployed,BornForeig,ArmedForce,WithChild,Married,Profession,insurance,Disabili,NAME,state,county,tract
4097,2095,2002,529,529,3047,2850,10,0,371,95,95,42,1009,285,634,202,382,23,0,2921,3918,36,216,175114,72,718,0,465,2276,1277,3993,262,Census Tract 170.20; San Diego County; California,6,73,17020
3228,1681,1547,105,105,2137,2063,6,0,741,56,56,513,725,73,517,320,319,188,0,2564,3098,0,233,201450,56,691,0,323,2238,789,3107,200,Census Tract 170.21; San Diego County; California,6,73,17021
5545,2600,2945,809,809,3804,3750,0,23,515,105,105,154,1468,365,388,433,633,42,14,3919,5051,45,127,129265,98,589,14,795,2107,1672,5455,489,Census Tract 170.22; San Diego County; California,6,73,17022
3451,1793,1658,743,743,1975,1811,11,0,647,24,24,4,891,198,415,162,473,0,11,2370,3237,67,110,151125,9,661,41,448,1683,1198,3357,310,Census Tract 170.31; San Diego County; California,6,73,17031
5723,2839,2884,1933,1894,2881,2647,0,0,822,60,60,52,1380,169,798,256,512,73,0,3720,5114,62,163,170805,193,1579,63,863,2803,1992,5391,344,Census Tract 170.33; San Diego County; California,6,73,17033
5775,3177,2598,1426,1426,3329,3156,7,10,809,110,110,464,1064,203,636,561,979,59,9,3824,5330,112,136,117382,220,1272,29,723,2599,1493,5648,526,Census Tract 170.34; San Diego County; California,6,73,17034
3406,1730,1676,945,945,1602,1536,0,0,376,340,340,104,915,77,241,282,368,97,6,2346,3010,176,564,129861,94,1115,18,398,1493,982,3285,341,Census Tract 170.35; San Diego County; California,6,73,17035
2993,1377,1616,985,985,1619,1508,0,20,300,45,45,62,657,246,518,179,298,0,23,2130,2807,97,96,129979,80,746,17,380,1433,1022,2858,272,Census Tract 170.36; San Diego County; California,6,73,17036
5400,2576,2824,1427,1427,2974,2764,0,34,864,52,52,311,1204,293,630,444,763,102,41,3795,5088,136,401,125909,150,1374,0,668,2455,1672,5166,620,Census Tract 170.37; San Diego County; California,6,73,17037
6693,3478,3215,2156,2156,3794,3568,11,0,430,113,113,41,1883,286,668,323,1104,79,12,4865,6123,98,400,123836,191,1802,34,923,3366,2366,6525,278,Census Tract 170.39; San Diego County; California,6,73,17039
4391,2156,2235,1310,1310,2101,1999,15,213,317,175,175,117,1084,209,603,347,414,109,14,3065,3838,53,263,150208,152,859,0,552,1969,1416,4297,549,Census Tract 170.40; San Diego County; California,6,73,17040
5697,2710,2987,866,866,3505,3286,101,0,911,198,198,191,1329,394,552,484,725,82,84,3946,5424,142,107,141361,165,714,51,689,2601,1682,5573,556,Census Tract 170.41; San Diego County; California,6,73,17041
5963,3212,2751,2265,2225,2041,1900,19,0,1077,185,185,543,1458,293,1124,316,405,55,24,4136,5695,97,289,192895,105,2050,147,897,3087,2387,5763,438,Census Tract 170.43; San Diego County; California,6,73,17043
5584,2708,2876,2429,2429,2355,2220,0,0,594,0,0,176,1338,161,815,332,361,9,0,3619,5267,59,157,197917,100,2050,8,876,2935,2080,5483,232,Census Tract 170.44; San Diego County; California,6,73,17044
2276,1148,1128,977,961,1077,1034,0,0,110,24,24,28,668,44,414,77,133,0,3,1613,2237,17,45,228250,80,747,10,285,1341,805,2237,120,Census Tract 170.45; San Diego County; California,6,73,17045
3858,1908,1950,1395,1395,1911,1857,0,0,271,24,24,100,868,200,876,119,395,29,4,2840,3595,28,134,174526,107,1289,0,541,2067,1321,3835,298,Census Tract 170.46; San Diego County; California,6,73,17046
4500,2103,2397,689,689,3501,3298,0,0,331,0,0,20,1300,222,620,166,322,24,27,3038,4308,46,30,180729,39,740,0,671,2418,1538,4446,355,Census Tract 170.47; San Diego County; California,6,73,17047
6281,2896,3385,974,974,3210,2953,0,0,1952,37,37,914,1081,512,595,682,712,156,120,4230,5974,351,487,98036,112,1678,19,777,2608,1615,5826,586,Census Tract 170.48; San Diego County; California,6,73,17048
2793,1388,1405,268,262,1566,1530,0,0,711,72,72,575,523,202,162,310,453,69,32,1891,2653,111,255,107917,50,603,0,315,1241,669,2650,268,Census Tract 170.49; San Diego County; California,6,73,17049
2958,1519,1439,662,662,1421,1333,41,0,742,104,212,184,637,148,171,192,528,141,40,2048,2728,89,343,108424,142,733,22,374,1104,659,2763,313,Census Tract 170.50; San Diego County; California,6,73,17050
4813,2278,2535,1016,1016,2980,2901,0,19,408,213,213,103,1465,424,733,257,688,6,0,3784,4515,112,201,129468,81,922,50,472,2632,1694,4722,714,Census Tract 170.51; San Diego County; California,6,73,17051
4921,2658,2263,1854,1854,2319,2147,0,0,491,285,285,178,1133,467,949,344,268,103,44,3640,4670,61,24,126588,119,1627,80,481,2397,1700,4718,542,Census Tract 170.52; San Diego County; California,6,73,17052
3687,1746,1941,281,281,2993,2887,7,0,307,10,10,88,884,117,525,131,516,60,1,2522,3533,35,58,210104,167,411,0,333,2064,967,3610,183,Census Tract 170.53; San Diego County; California,6,73,17053
5839,2837,3002,645,573,4024,3922,53,0,704,193,193,198,1387,450,522,582,847,55,77,4207,5523,59,159,159044,56,543,26,610,2852,1873,5469,743,Census Tract 170.54; San Diego County; California,6,73,17054
5037,2600,2437,2071,2033,2219,2178,0,0,374,54,54,175,1184,145,1015,173,387,0,11,3453,4783,8,88,159434,69,1839,34,685,2399,2006,4910,148,Census Tract 170.55; San Diego County; California,6,73,17055
4321,2082,2239,1413,1413,2035,1795,0,0,701,155,155,169,1342,254,708,195,416,72,70,3301,4181,77,316,111167,188,1404,48,487,1915,1511,4035,637,Census Tract 170.56; San Diego County; California,6,73,17056
3831,1844,1987,761,761,2366,2358,0,51,229,62,62,100,1075,174,777,189,442,28,0,2862,3693,23,161,173750,20,858,7,428,2213,1384,3793,385,Census Tract 170.57; San Diego County; California,6,73,17057
4284,2286,1998,584,572,2401,2300,43,0,968,89,89,168,1001,465,618,214,763,46,0,3290,3989,34,233,139076,228,1087,82,546,2183,1514,4146,373,Census Tract 170.58; San Diego County; California,6,73,17058
3498,1832,1666,403,403,2689,2660,0,0,205,66,66,84,674,295,664,443,580,0,9,2961,3472,89,338,89516,52,642,0,223,1818,797,3498,506,Census Tract 170.59; San Diego County; California,6,73,17059
3222,1776,1446,451,451,2402,2179,0,73,308,55,55,60,1043,278,468,193,423,0,0,2687,3138,58,303,121205,95,496,0,279,1692,514,3222,447,Census Tract 170.60; San Diego County; California,6,73,17060
3335,1850,1485,597,597,2208,2178,0,0,71,0,0,23,1188,70,473,87,226,15,0,2407,3224,10,300,160126,39,495,0,370,1914,818,3264,274,Census Tract 170.61; San Diego County; California,6,73,17061
4976,2532,2444,953,953,2928,2851,34,0,463,141,141,47,986,178,872,190,377,19,0,3208,4696,61,129,246078,46,1200,0,797,2628,1908,4960,464,Census Tract 170.62; San Diego County; California,6,73,17062
4346,2129,2217,794,794,2636,2625,127,11,361,202,202,21,886,309,696,190,628,60,62,3153,4066,125,106,121015,16,1077,0,426,1872,1316,4179,476,Census Tract 170.63; San Diego County; California,6,73,17063
8518,4056,4462,3994,3974,3948,3948,0,0,221,0,0,17,2478,374,1031,39,387,37,14,5177,8274,333,63,208167,165,3512,0,1234,4262,3667,8400,335,Census Tract 170.64; San Diego County; California,6,73,17064
10060,5808,4252,3363,3363,5085,4825,0,0,1100,0,0,521,2807,331,1405,257,669,21,0,6172,8913,121,356,192317,254,2702,66,2035,4148,3209,9884,601,Census Tract 170.65; San Diego County; California,6,73,17065
5405,2876,2529,948,948,3767,3767,29,0,120,90,90,0,1411,262,824,356,304,93,91,3879,4809,145,547,197794,148,1567,0,798,2938,2011,5389,389,Census Tract 170.66; San Diego County; California,6,73,17066
2894,1347,1547,1303,1303,1142,1094,71,0,389,19,19,83,711,40,517,161,211,97,9,2002,2765,47,220,223977,72,1074,18,398,1488,1032,2830,285,Census Tract 170.67; San Diego County; California,6,73,17067
4736,2397,2339,1746,1706,1896,1623,0,0,606,88,88,56,1283,263,573,184,492,47,0,3231,4432,25,215,145313,180,1763,0,818,2559,1696,4557,209,Census Tract 170.68; San Diego County; California,6,73,17068
2337,1089,1248,558,558,1421,1316,0,0,181,173,173,0,790,124,285,43,97,9,0,1520,2169,8,46,186625,85,367,0,342,1075,1025,2280,249,Census Tract 170.69; San Diego County; California,6,73,17069
5322,2800,2522,2425,2425,1901,1817,15,0,634,143,143,122,931,217,752,295,316,95,13,3222,4943,157,254,195865,361,2124,13,967,2638,1846,4998,297,Census Tract 170.70; San Diego County; California,6,73,17070
5485,2599,2886,1669,1661,1940,1749,158,0,313,212,212,62,1578,168,799,386,329,85,53,3622,4961,8,61,194196,168,1590,0,769,2814,1973,5097,92,Census Tract 170.71; San Diego County; California,6,73,17071
3748,2067,1681,58,58,3020,2850,0,0,595,0,0,225,1020,229,336,242,517,118,0,2700,3581,77,214,136468,47,565,0,425,1864,1068,3541,343,Census Tract 171.04; San Diego County; California,6,73,17104
4331,2303,2028,209,209,3278,3184,0,0,471,56,56,149,1375,155,582,255,351,31,0,3292,4140,20,144,242625,108,484,0,476,2244,1056,4205,274,Census Tract 171.06; San Diego County; California,6,73,17106
3146,1640,1506,434,434,2259,2065,0,0,332,0,0,4,1133,42,323,123,178,50,23,2109,2957,14,157,199063,70,354,12,461,1555,951,3062,283,Census Tract 171.07; San Diego County; California,6,73,17107
4336,2206,2130,199,199,3701,3575,0,0,226,30,30,53,1147,261,703,196,416,78,0,3163,4081,2,237,165893,92,357,0,551,1977,1481,4291,307,Census Tract 171.08; San Diego County; California,6,73,17108
6400,3153,3247,525,525,4800,4718,0,0,918,69,69,668,1933,247,880,193,520,148,0,4407,6161,41,88,237402,229,726,0,677,3419,2146,6143,282,Census Tract 171.09; San Diego County; California,6,73,17109
4321,2004,2317,122,122,3098,2894,40,0,986,21,21,27,1097,348,571,237,528,5,0,3300,4222,59,82,195667,178,512,0,408,2479,1025,4304,183,Census Tract 171.11; San Diego County; California,6,73,17111
2268,1106,1162,322,307,1606,1438,4,0,360,18,18,20,630,86,204,111,205,20,13,1442,2129,15,55,201667,11,459,0,349,1105,777,2241,149,Census Tract 171.12; San Diego County; California,6,73,17112
5544,2971,2573,624,624,3165,2766,15,0,1626,51,51,706,1079,106,468,392,620,30,72,3296,5375,180,64,125595,54,1172,22,781,2546,1541,5164,446,Census Tract 171.13; San Diego County; California,6,73,17113
2266,1147,1119,25,25,1876,1820,0,0,114,82,82,0,866,19,478,93,150,9,0,2058,2232,21,65,193348,19,554,22,98,1250,1027,2237,240,Census Tract 172.01; San Diego County; California,6,73,17201
1655,808,847,54,54,1466,1466,0,0,75,0,0,40,404,5,247,93,127,5,0,1330,1577,25,31,179018,36,195,0,150,1111,533,1655,148,Census Tract 172.02; San Diego County; California,6,73,17202
3582,1986,1596,313,313,2430,2299,0,0,182,41,41,50,1194,70,323,236,281,47,0,2503,3487,40,193,119558,8,466,0,325,1800,859,3508,150,Census Tract 173.03; San Diego County; California,6,73,17303
3344,1589,1755,205,205,2880,2775,0,6,249,12,12,58,1160,148,311,125,464,21,0,2663,3208,49,180,168889,56,346,0,353,1844,1179,3255,234,Census Tract 173.05; San Diego County; California,6,73,17305
2564,1235,1329,170,170,2221,2134,0,0,158,24,24,0,798,33,371,125,142,11,0,2012,2419,33,17,224514,54,412,36,295,1553,748,2528,147,Census Tract 173.06; San Diego County; California,6,73,17306
2158,1135,1023,28,28,1953,1697,0,0,377,16,16,88,817,129,281,138,133,0,12,1710,2079,18,121,143417,32,224,0,148,1084,599,2086,200,Census Tract 173.07; San Diego County; California,6,73,17307
2288,1326,962,53,53,1879,1632,43,0,603,0,0,152,569,137,389,231,166,91,0,1757,2209,0,211,113239,56,356,0,208,715,646,2150,297,Census Tract 173.08; San Diego County; California,6,73,17308
4339,2241,2098,374,374,3374,3237,11,0,509,0,0,189,1343,206,464,392,475,42,52,3409,4071,49,90,151518,137,386,9,400,2235,1252,4282,627,Census Tract 174.03; San Diego County; California,6,73,17403
4446,1850,2596,151,151,2732,2165,0,0,1924,0,0,44,756,86,436,179,319,42,578,2703,3983,108,1370,138403,98,826,36,620,1955,967,3798,145,Census Tract 174.05; San Diego County; California,6,73,17405
2929,1201,1728,118,118,2573,2305,0,0,367,78,78,30,873,182,298,131,326,29,14,2244,2638,34,129,161331,71,299,0,263,1214,790,2870,415,Census Tract 174.06; San Diego County; California,6,73,17406
3282,1753,1529,108,108,2747,2719,0,0,224,0,0,106,926,122,420,124,355,0,0,2496,3114,54,78,192468,42,331,0,362,1620,1186,3282,272,Census Tract 174.07; San Diego County; California,6,73,17407
2530,1344,1186,96,96,2084,2022,0,0,222,0,0,124,943,171,331,42,182,28,0,1945,2284,0,132,119028,69,204,128,235,1229,825,2253,166,Census Tract 174.08; San Diego County; California,6,73,17408
2750,1298,1452,27,27,2325,2274,0,26,155,56,56,53,1158,235,346,162,230,9,0,2421,2666,51,232,145357,129,207,21,176,1137,906,2575,222,Census Tract 175.01; San Diego County; California,6,73,17501
3371,1893,1478,172,172,2209,1997,0,9,1091,45,45,302,831,180,357,230,478,75,42,2527,3212,114,321,118611,45,404,0,431,1397,1186,3032,228,Census Tract 175.02; San Diego County; California,6,73,17502
5221,2850,2371,255,255,4209,4013,0,49,624,45,45,48,1425,199,815,336,402,70,11,3915,4948,21,200,171310,60,297,0,485,2656,1244,4880,358,Census Tract 176.01; San Diego County; California,6,73,17601
2941,1434,1507,52,52,2497,2444,7,0,351,11,11,49,952,88,400,132,178,38,11,2176,2841,12,84,182361,165,341,8,321,1426,1054,2852,193,Census Tract 176.03; San Diego County; California,6,73,17603
3745,1961,1784,228,228,2768,2359,0,0,911,18,18,414,877,96,497,150,311,16,47,2472,3648,43,258,135797,52,700,0,479,1642,903,3463,334,Census Tract 176.05; San Diego County; California,6,73,17605
3600,1842,1758,27,27,3161,2970,64,0,459,74,74,0,1366,291,396,113,381,64,0,2862,3462,136,216,97412,123,407,5,359,1407,962,3551,508,Census Tract 176.06; San Diego County; California,6,73,17606
5706,2565,3141,196,196,4548,4261,13,0,1015,0,16,327,1440,286,962,265,823,92,204,4643,5469,142,562,124833,105,774,16,536,2308,1997,5376,487,Census Tract 177.01; San Diego County; California,6,73,17701
3264,1549,1715,97,91,2821,2625,0,0,470,0,0,83,1042,179,298,280,399,0,29,2540,3081,82,146,144559,141,494,14,254,1260,1082,3107,207,Census Tract 177.02; San Diego County; California,6,73,17702
7195,3485,3710,320,320,5441,4926,113,0,1211,140,174,200,1654,397,750,501,1020,170,16,5107,6646,108,561,115711,468,728,221,757,3455,2080,6733,838,Census Tract 178.01; San Diego County; California,6,73,17801
5802,2820,2982,969,969,3919,3651,28,0,758,0,0,67,1976,249,706,250,666,11,0,4455,5538,37,172,158922,154,1151,0,593,3530,1563,5780,437,Census Tract 178.08; San Diego County; California,6,73,17808
2479,1130,1349,197,152,1896,1857,0,0,335,1,1,52,692,233,195,146,362,6,5,1803,2376,29,111,114500,87,237,0,296,1309,774,2356,188,Census Tract 178.09; San Diego County; California,6,73,17809
4983,2482,2501,691,666,3677,3583,25,0,271,4,4,0,1209,343,689,351,569,22,0,3582,4843,85,202,145188,164,629,0,523,2576,1232,4969,599,Census Tract 178.10; San Diego County; California,6,73,17810
6590,2898,3692,645,645,5164,4670,0,0,793,41,41,77,1822,422,880,202,1055,20,29,4854,6057,170,342,167287,217,783,74,735,3134,2547,6197,545,Census Tract 178.11; San Diego County; California,6,73,17811
4551,2474,2077,252,252,3350,3298,0,0,760,14,14,290,1197,250,459,212,853,21,16,3277,4453,43,458,132299,87,465,43,496,2353,1305,4385,356,Census Tract 178.13; San Diego County; California,6,73,17813
3956,1827,2129,252,193,2588,2230,370,0,1185,20,20,289,926,242,400,270,699,61,96,2921,3696,170,391,72901,195,897,43,275,1285,1084,3527,370,Census Tract 179.01; San Diego County; California,6,73,17901
2869,1491,1378,301,214,1588,1162,0,0,1353,0,0,712,510,101,177,747,417,0,171,2284,2819,82,649,72863,153,634,0,224,1305,546,2058,220,Census Tract 179.02; San Diego County; California,6,73,17902
3451,1735,1716,127,127,2473,2370,21,99,734,64,64,74,1115,240,436,128,546,6,0,2714,3390,91,239,96103,108,452,98,297,1488,1275,3183,293,Census Tract 180; San Diego County; California,6,73,18000
3416,1446,1970,64,62,2568,2185,70,46,874,7,7,209,585,180,364,432,690,152,45,2564,3150,121,231,116215,58,416,21,302,1598,886,3085,196,Census Tract 181.01; San Diego County; California,6,73,18101
2525,1154,1371,53,53,1870,1829,72,0,528,0,0,207,741,180,226,197,707,6,26,2198,2438,145,211,87976,115,155,0,131,1000,696,2439,310,Census Tract 181.02; San Diego County; California,6,73,18102
3024,1535,1489,5,5,1884,1580,44,0,1126,112,112,405,533,170,229,355,351,66,220,2314,2921,131,383,75707,97,651,34,296,1202,783,2742,394,Census Tract 182.01; San Diego County; California,6,73,18201
3520,1673,1847,14,14,1595,1247,570,61,2049,105,105,743,603,196,181,488,573,198,138,2529,3422,158,516,82875,118,861,148,300,1271,691,2382,173,Census Tract 182.02; San Diego County; California,6,73,18202
889,414,475,51,51,717,670,0,0,110,0,0,53,306,51,133,121,131,3,0,807,874,29,33,72230,33,91,7,44,341,235,845,92,Census Tract 183.01; San Diego County; California,6,73,18301
1263,466,797,73,23,963,963,0,0,180,74,80,60,317,32,84,188,258,20,9,986,1226,140,148,67955,28,84,0,86,391,364,1123,229,Census Tract 183.02; San Diego County; California,6,73,18302
3497,1742,1755,499,499,1742,1365,67,0,1165,192,192,260,677,86,392,416,825,88,179,2902,3330,178,617,80844,49,1045,82,180,1402,853,3107,524,Census Tract 184; San Diego County; California,6,73,18400
6775,3225,3550,111,111,3618,3392,228,0,2665,51,51,370,1215,414,416,562,1503,529,156,5024,6441,301,271,82279,320,1712,97,497,3085,1321,5137,770,Census Tract 185.04; San Diego County; California,6,73,18504
5242,2547,2695,446,364,1751,1101,126,11,3091,370,370,822,650,271,212,780,627,375,665,3835,4950,400,1187,61343,253,2039,11,582,1923,657,4061,812,Census Tract 185.09; San Diego County; California,6,73,18509
2733,1391,1342,178,178,1320,1096,50,0,1426,8,8,765,378,146,137,310,446,211,97,1881,2618,230,538,56071,91,546,11,380,1130,465,2509,462,Census Tract 185.10; San Diego County; California,6,73,18510
4394,2144,2250,100,73,2182,1713,35,87,2026,268,296,315,809,212,154,716,785,94,222,3190,4076,160,851,75356,212,807,51,481,1694,808,3760,482,Census Tract 185.11; San Diego County; California,6,73,18511
3585,2243,1342,162,162,2407,2262,0,0,854,71,71,249,440,541,294,539,864,193,17,3030,3415,174,417,54954,93,699,13,220,1180,527,3466,1065,Census Tract 185.12; San Diego County; California,6,73,18512
5146,2602,2544,120,120,3695,3172,9,16,1225,123,300,109,1241,213,490,385,831,33,89,3533,4795,95,127,116042,219,453,60,441,2326,1265,4762,385,Census Tract 185.15; San Diego County; California,6,73,18515
3957,1870,2087,449,411,1934,1676,117,12,1511,21,26,351,638,230,247,510,569,181,117,2720,3647,112,251,107440,79,902,133,416,1638,908,3492,488,Census Tract 185.16; San Diego County; California,6,73,18516
4014,1908,2106,418,418,2444,2215,67,0,881,135,135,306,681,270,198,527,880,190,79,3029,3905,96,224,90478,69,646,89,424,1913,1101,3826,518,Census Tract 185.17; San Diego County; California,6,73,18517
3315,1730,1585,176,160,1402,973,37,10,1928,56,56,382,224,181,48,611,620,239,184,2399,3120,253,131,103317,155,1041,48,333,1190,442,3016,424,Census Tract 185.18; San Diego County; California,6,73,18518
6001,3176,2825,167,140,1907,1069,159,187,4113,155,172,1321,348,211,114,1092,792,390,314,3554,5613,292,341,79851,155,1710,37,763,2214,515,4720,522,Census Tract 185.19; San Diego County; California,6,73,18519
5394,2751,2643,264,264,2322,1599,54,23,3025,161,161,712,492,253,327,626,1050,153,511,3569,5216,119,255,93087,95,1224,104,613,1942,749,4343,667,Census Tract 185.20; San Diego County; California,6,73,18520
5427,2694,2733,783,783,2679,1831,20,34,2059,388,388,955,751,371,327,549,983,172,181,3616,4963,77,285,110156,116,1120,102,594,2422,1209,5038,913,Census Tract 185.21; San Diego County; California,6,73,18521
5036,2313,2723,674,674,2315,2069,3,22,1552,137,173,371,1200,375,607,174,769,6,2,3442,4641,129,153,124119,121,946,233,792,2482,1164,4708,387,Census Tract 185.22; San Diego County; California,6,73,18522
4871,2489,2382,845,845,2603,2133,0,0,1218,323,323,114,978,616,389,323,696,121,151,3401,4643,31,202,102065,136,1004,163,738,2201,1046,4456,401,Census Tract 185.23; San Diego County; California,6,73,18523
3660,1761,1899,383,340,1954,1774,19,0,1184,179,179,258,663,140,163,417,499,173,53,2458,3484,133,704,89779,90,812,75,376,1558,783,3452,390,Census Tract 185.24; San Diego County; California,6,73,18524
4003,2036,1967,378,378,2586,2204,24,0,954,96,96,125,928,223,235,342,1033,36,0,3083,3921,121,139,159688,130,666,72,354,2264,1129,3620,330,Census Tract 185.25; San Diego County; California,6,73,18525
4648,2166,2482,526,526,2174,1918,0,36,1516,186,186,386,658,296,425,604,691,170,62,3079,4243,75,153,116842,127,881,60,623,2199,1104,4296,373,Census Tract 186.01; San Diego County; California,6,73,18601
3327,1696,1631,114,114,1958,1777,0,1,1367,56,56,95,559,215,295,514,425,48,147,2465,3152,62,80,127315,33,625,75,298,1449,602,3054,593,Census Tract 186.08; San Diego County; California,6,73,18608
6374,3250,3124,378,378,2108,1286,94,61,3767,596,596,1116,532,200,115,922,1081,296,611,4194,6127,375,901,83807,143,1598,88,748,2193,642,5638,723,Census Tract 186.09; San Diego County; California,6,73,18609
5047,2363,2684,608,608,2343,2001,16,0,1676,203,203,293,598,233,299,561,1160,152,66,3215,4638,118,516,143333,165,921,90,764,2223,891,4665,465,Census Tract 186.12; San Diego County; California,6,73,18612
3801,1941,1860,224,224,1618,1416,0,23,1531,135,135,799,330,241,116,464,694,87,144,2292,3636,98,188,88450,83,811,296,446,1629,424,3171,356,Census Tract 186.13; San Diego County; California,6,73,18613
3191,1455,1736,46,46,1337,423,0,0,2550,55,58,409,207,130,95,204,243,54,469,1726,2894,91,262,66580,99,1004,17,456,1028,370,2304,150,Census Tract 186.15; San Diego County; California,6,73,18615
3333,1680,1653,161,133,1392,873,0,0,2169,137,137,489,545,136,150,280,403,248,606,2471,3320,126,372,66733,62,1284,267,167,1703,776,2964,696,Census Tract 186.16; San Diego County; California,6,73,18616
3335,1614,1721,509,497,1504,1151,0,0,1401,103,103,484,666,230,121,473,440,144,138,2372,3210,67,225,130500,103,899,15,295,1534,722,3048,441,Census Tract 186.17; San Diego County; California,6,73,18617
3982,2100,1882,174,174,1160,458,54,0,3138,88,88,916,159,187,159,453,526,200,224,2271,3513,214,547,76573,136,1014,67,536,1202,321,3329,509,Census Tract 186.18; San Diego County; California,6,73,18618
4941,2420,2521,264,264,3303,3091,171,0,670,453,478,100,945,381,624,349,478,51,0,3369,4745,56,68,173072,76,516,175,633,2740,1283,4637,367,Census Tract 186.19; San Diego County; California,6,73,18619
2095,1036,1059,128,128,721,359,0,0,1440,80,88,325,151,93,70,329,225,283,191,1393,2030,30,124,83333,98,627,58,175,835,214,1965,112,Census Tract 186.20; San Diego County; California,6,73,18620
1979,727,1252,226,226,652,456,13,0,1129,163,163,820,168,64,25,233,653,106,118,1383,1957,63,111,115250,36,615,9,213,704,202,1520,207,Census Tract 186.21; San Diego County; California,6,73,18621
5008,2487,2521,286,265,2514,1860,0,0,2012,553,553,724,391,160,62,789,718,252,64,2906,4660,226,1021,75085,145,1017,251,543,1882,559,4404,588,Census Tract 186.22; San Diego County; California,6,73,18622
40481,12494,27987,1828,1698,22239,18624,990,218,13887,3347,3760,4016,2207,1330,581,2970,3681,89,3,11278,36119,203,2021,62998,750,2257,23378,4092,13699,1464,16119,945,Census Tract 187; San Diego County; California,6,73,18700
3454,1917,1537,238,238,2432,2192,99,0,904,0,0,85,683,250,282,394,802,64,22,2709,3280,102,349,101625,237,405,87,322,1822,534,3255,491,Census Tract 188.01; San Diego County; California,6,73,18801
4697,2438,2259,87,87,3580,3419,0,0,980,0,0,404,1005,329,321,459,713,200,83,3320,4360,136,718,101161,91,772,67,582,2066,721,4537,378,Census Tract 188.03; San Diego County; California,6,73,18803
4928,2442,2486,140,126,3806,3720,12,0,719,0,0,313,951,208,739,644,1047,67,45,4060,4719,58,62,126161,93,560,54,379,3170,1269,4638,574,Census Tract 188.04; San Diego County; California,6,73,18804
3977,1725,2252,176,176,2786,2438,9,0,1054,40,40,119,1032,208,483,276,478,47,131,2799,3882,182,182,135717,84,652,119,489,2232,832,3707,399,Census Tract 188.05; San Diego County; California,6,73,18805
5819,3245,2574,69,69,2561,2051,125,0,3360,67,67,909,642,222,112,1221,505,324,76,3496,5030,140,1807,73750,72,1322,89,707,2190,694,4944,554,Census Tract 189.03; San Diego County; California,6,73,18903
6535,2860,3675,93,93,2960,1957,62,0,4315,20,130,1983,532,198,117,1085,832,337,489,3974,5986,172,1094,71307,57,1755,201,778,2479,594,5229,553,Census Tract 189.04; San Diego County; California,6,73,18904
6095,2797,3298,108,19,2696,1460,79,6,4217,347,347,1237,332,537,218,660,974,84,524,3594,5461,254,603,78975,181,1585,176,633,2565,650,5551,535,Census Tract 189.05; San Diego County; California,6,73,18905
6363,2992,3371,451,451,2861,1680,28,23,3835,202,213,1324,729,186,246,648,963,208,614,3960,6025,158,650,76410,210,2404,163,817,2664,765,4844,683,Census Tract 189.06; San Diego County; California,6,73,18906
6497,3442,3055,268,252,4251,4040,75,12,1529,114,114,682,987,365,528,985,1245,79,52,5112,6220,171,513,128244,265,855,14,511,3309,962,6298,769,Census Tract 190.01; San Diego County; California,6,73,19001
3818,2006,1812,373,312,2252,2090,27,0,1105,13,13,569,820,199,317,235,620,87,81,2569,3337,88,290,130987,94,537,60,586,1803,1094,3518,193,Census Tract 190.02; San Diego County; California,6,73,19002
5929,2829,3100,150,77,3969,3568,20,19,1879,300,300,344,1121,368,286,695,1449,218,1,4460,5483,35,546,115254,56,637,24,571,2925,1245,5657,453,Census Tract 191.03; San Diego County; California,6,73,19103
6577,3162,3415,344,307,4580,4157,97,0,1532,154,224,266,1219,290,758,706,1564,92,45,5168,6170,78,559,118636,319,714,88,500,3876,1173,6261,882,Census Tract 191.05; San Diego County; California,6,73,19105
3018,1408,1610,189,189,1915,1596,206,0,921,24,24,166,457,342,119,439,433,106,30,2089,2845,55,220,159375,148,421,0,355,1491,412,2827,339,Census Tract 191.07; San Diego County; California,6,73,19107
2344,1296,1048,78,78,1084,988,664,0,654,9,9,61,312,163,134,294,441,126,76,1657,2165,17,263,96621,33,226,0,282,1238,344,1932,159,Census Tract 191.08; San Diego County; California,6,73,19108
4300,1715,2585,228,228,2404,2268,76,42,1559,50,65,313,480,420,350,311,1172,71,52,2972,4131,61,418,122083,94,849,5,515,1625,1022,3706,324,Census Tract 191.09; San Diego County; California,6,73,19109
5108,2640,2468,159,159,3275,2457,364,13,1809,61,61,496,867,139,328,575,918,77,256,3436,4706,91,338,130402,50,995,13,524,2591,714,4390,396,Census Tract 191.10; San Diego County; California,6,73,19110
4504,2189,2315,140,126,2494,1592,318,0,2227,13,21,349,585,269,120,417,709,168,207,2670,4038,80,486,125366,76,890,0,536,1824,611,3968,246,Census Tract 191.11; San Diego County; California,6,73,19111
2793,1429,1364,116,91,1510,1260,6,5,1053,44,63,252,581,144,161,416,424,89,19,1970,2609,73,154,138000,123,414,7,322,1263,472,2585,227,Census Tract 192.03; San Diego County; California,6,73,19203
6072,3081,2991,494,483,2549,1708,50,309,3089,238,238,1464,530,273,174,1109,908,377,319,4180,5797,305,399,62459,156,2117,30,679,2520,580,5110,948,Census Tract 192.05; San Diego County; California,6,73,19205
